user_id,article_list
112,"[437, 399, 136, 327, 389]"
116,"[442, 247, 437, 209, 26]"
117,"[428, 209, 247, 26, 421]"
117,"[428, 209, 247, 26, 421]"
117,"[428, 209, 247, 26, 421]"
118,"[437, 399, 136, 327, 389]"
119,"[437, 228, 135, 26, 418]"
119,"[437, 228, 135, 26, 418]"
120,"[428, 209, 418, 136, 399]"
120,"[428, 209, 418, 136, 399]"
121,"[437, 442, 247, 428, 209]"
121,"[437, 442, 247, 428, 209]"
126,"[118, 174, 26, 317, 299]"
127,"[428, 174, 431, 437, 399]"
127,"[428, 174, 431, 437, 399]"
134,"[437, 399, 136, 327, 389]"
135,"[442, 247, 437, 209, 26]"
137,"[418, 136, 399, 209, 26]"
140,"[428, 7, 389, 399, 421]"
140,"[428, 7, 389, 399, 421]"
143,"[354, 247, 437, 265, 352]"
143,"[354, 247, 437, 265, 352]"
143,"[354, 247, 437, 265, 352]"
144,"[389, 7, 437, 428, 299]"
144,"[389, 7, 437, 428, 299]"
146,"[437, 399, 136, 327, 389]"
149,"[437, 399, 136, 327, 389]"
152,"[225, 209, 355, 26, 409]"
152,"[225, 209, 355, 26, 409]"
152,"[225, 209, 355, 26, 409]"
152,"[225, 209, 355, 26, 409]"
152,"[225, 209, 355, 26, 409]"
153,"[418, 136, 209, 26, 428]"
153,"[418, 136, 209, 26, 428]"
153,"[418, 136, 209, 26, 428]"
154,"[418, 136, 399, 209, 26]"
155,"[437, 399, 136, 327, 389]"
157,"[437, 455, 327, 26, 252]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
169,"[174, 353, 254, 255, 2]"
173,"[437, 455, 327, 26, 252]"
175,"[437, 399, 136, 327, 389]"
183,"[428, 354, 455, 252, 255]"
183,"[428, 354, 455, 252, 255]"
183,"[428, 354, 455, 252, 255]"
183,"[428, 354, 455, 252, 255]"
183,"[428, 354, 455, 252, 255]"
183,"[428, 354, 455, 252, 255]"
184,"[437, 442, 247, 428, 209]"
184,"[437, 442, 247, 428, 209]"
189,"[26, 354, 174, 252, 327]"
189,"[26, 354, 174, 252, 327]"
189,"[26, 354, 174, 252, 327]"
189,"[26, 354, 174, 252, 327]"
189,"[26, 354, 174, 252, 327]"
189,"[26, 354, 174, 252, 327]"
189,"[26, 354, 174, 252, 327]"
189,"[26, 354, 174, 252, 327]"
191,"[26, 135, 228, 352, 418]"
196,"[431, 354, 437, 269, 226]"
196,"[431, 354, 437, 269, 226]"
200,"[327, 209, 174, 437, 252]"
200,"[327, 209, 174, 437, 252]"
201,"[437, 399, 136, 327, 389]"
203,"[428, 7, 209, 421, 455]"
206,"[247, 418, 437, 354, 352]"
206,"[247, 418, 437, 354, 352]"
208,"[118, 174, 299, 317, 437]"
208,"[118, 174, 299, 317, 437]"
210,"[428, 209, 26, 418, 354]"
210,"[428, 209, 26, 418, 354]"
210,"[428, 209, 26, 418, 354]"
210,"[428, 209, 26, 418, 354]"
211,"[26, 437, 247, 209, 354]"
211,"[26, 437, 247, 209, 354]"
212,"[442, 247, 437, 209, 26]"
217,"[442, 247, 437, 209, 26]"
219,"[25, 228, 302, 297, 26]"
219,"[25, 228, 302, 297, 26]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
221,"[134, 209, 135, 421, 265]"
225,"[418, 209, 247, 428, 421]"
225,"[418, 209, 247, 428, 421]"
225,"[418, 209, 247, 428, 421]"
225,"[418, 209, 247, 428, 421]"
225,"[418, 209, 247, 428, 421]"
229,"[26, 135, 228, 352, 418]"
237,"[421, 437, 431, 409, 442]"
237,"[421, 437, 431, 409, 442]"
238,"[136, 299, 399, 438, 354]"
238,"[136, 299, 399, 438, 354]"
238,"[136, 299, 399, 438, 354]"
243,"[136, 418, 399, 209, 26]"
243,"[136, 418, 399, 209, 26]"
244,"[442, 209, 136, 173, 172]"
244,"[442, 209, 136, 173, 172]"
244,"[442, 209, 136, 173, 172]"
245,"[442, 247, 437, 209, 26]"
248,"[237, 384, 1, 133, 4]"
249,"[428, 7, 389, 399, 421]"
249,"[428, 7, 389, 399, 421]"
255,"[428, 354, 247, 6, 399]"
255,"[428, 354, 247, 6, 399]"
255,"[428, 354, 247, 6, 399]"
255,"[428, 354, 247, 6, 399]"
255,"[428, 354, 247, 6, 399]"
255,"[428, 354, 247, 6, 399]"
255,"[428, 354, 247, 6, 399]"
265,"[26, 437, 247, 209, 354]"
265,"[26, 437, 247, 209, 354]"
267,"[442, 247, 437, 209, 26]"
269,"[437, 399, 136, 327, 389]"
270,"[418, 354, 428, 247, 209]"
270,"[418, 354, 428, 247, 209]"
270,"[418, 354, 428, 247, 209]"
270,"[418, 354, 428, 247, 209]"
270,"[418, 354, 428, 247, 209]"
270,"[418, 354, 428, 247, 209]"
270,"[418, 354, 428, 247, 209]"
273,"[442, 247, 437, 209, 26]"
280,"[437, 399, 136, 327, 389]"
281,"[428, 174, 437, 442, 247]"
281,"[428, 174, 437, 442, 247]"
286,"[1, 354, 352, 353, 418]"
286,"[1, 354, 352, 353, 418]"
286,"[1, 354, 352, 353, 418]"
286,"[1, 354, 352, 353, 418]"
286,"[1, 354, 352, 353, 418]"
286,"[1, 354, 352, 353, 418]"
286,"[1, 354, 352, 353, 418]"
292,"[428, 209, 418, 136, 399]"
292,"[428, 209, 418, 136, 399]"
292,"[428, 209, 418, 136, 399]"
292,"[428, 209, 418, 136, 399]"
297,"[174, 428, 437, 299, 136]"
297,"[174, 428, 437, 299, 136]"
300,"[437, 399, 136, 327, 389]"
301,"[421, 1, 252, 118, 265]"
302,"[354, 247, 209, 442, 421]"
302,"[354, 247, 209, 442, 421]"
302,"[354, 247, 209, 442, 421]"
302,"[354, 247, 209, 442, 421]"
302,"[354, 247, 209, 442, 421]"
302,"[354, 247, 209, 442, 421]"
311,"[431, 438, 252, 433, 302]"
312,"[437, 399, 136, 327, 389]"
326,"[418, 136, 209, 26, 399]"
326,"[418, 136, 209, 26, 399]"
326,"[418, 136, 209, 26, 399]"
330,"[437, 399, 136, 327, 389]"
331,"[428, 209, 247, 26, 455]"
331,"[428, 209, 247, 26, 455]"
332,"[327, 209, 174, 437, 252]"
332,"[327, 209, 174, 437, 252]"
333,"[437, 399, 136, 327, 389]"
338,"[252, 442, 133, 325, 395]"
348,"[428, 209, 418, 136, 26]"
348,"[428, 209, 418, 136, 26]"
348,"[428, 209, 418, 136, 26]"
348,"[428, 209, 418, 136, 26]"
349,"[354, 442, 421, 247, 332]"
349,"[354, 442, 421, 247, 332]"
349,"[354, 442, 421, 247, 332]"
349,"[354, 442, 421, 247, 332]"
349,"[354, 442, 421, 247, 332]"
349,"[354, 442, 421, 247, 332]"
349,"[354, 442, 421, 247, 332]"
359,"[421, 385, 340, 237, 455]"
359,"[421, 385, 340, 237, 455]"
359,"[421, 385, 340, 237, 455]"
366,"[442, 437, 173, 255, 354]"
366,"[442, 437, 173, 255, 354]"
366,"[442, 437, 173, 255, 354]"
367,"[431, 438, 252, 433, 302]"
369,"[418, 428, 399, 136, 209]"
369,"[418, 428, 399, 136, 209]"
369,"[418, 428, 399, 136, 209]"
371,"[247, 418, 389, 428, 431]"
376,"[26, 209, 354, 136, 247]"
376,"[26, 209, 354, 136, 247]"
376,"[26, 209, 354, 136, 247]"
376,"[26, 209, 354, 136, 247]"
376,"[26, 209, 354, 136, 247]"
376,"[26, 209, 354, 136, 247]"
376,"[26, 209, 354, 136, 247]"
379,"[442, 247, 437, 209, 26]"
382,"[396, 442, 421, 186, 437]"
388,"[332, 438, 442, 431, 134]"
388,"[332, 438, 442, 431, 134]"
388,"[332, 438, 442, 431, 134]"
388,"[332, 438, 442, 431, 134]"
388,"[332, 438, 442, 431, 134]"
393,"[428, 7, 209, 421, 455]"
400,"[421, 1, 252, 118, 265]"
402,"[437, 399, 136, 327, 389]"
404,"[437, 399, 136, 327, 389]"
405,"[437, 399, 136, 327, 389]"
409,"[428, 442, 174, 437, 354]"
409,"[428, 442, 174, 437, 354]"
413,"[428, 209, 354, 399, 136]"
413,"[428, 209, 354, 399, 136]"
413,"[428, 209, 354, 399, 136]"
413,"[428, 209, 354, 399, 136]"
413,"[428, 209, 354, 399, 136]"
413,"[428, 209, 354, 399, 136]"
413,"[428, 209, 354, 399, 136]"
419,"[442, 247, 437, 209, 26]"
424,"[442, 247, 437, 209, 26]"
428,"[437, 327, 455, 299, 421]"
428,"[437, 327, 455, 299, 421]"
432,"[437, 399, 136, 327, 389]"
434,"[437, 399, 136, 327, 389]"
438,"[442, 247, 437, 209, 26]"
446,"[437, 399, 136, 327, 389]"
447,"[136, 26, 418, 209, 299]"
447,"[136, 26, 418, 209, 299]"
447,"[136, 26, 418, 209, 299]"
451,"[323, 136, 1, 302, 399]"
457,"[428, 7, 209, 421, 455]"
459,"[442, 247, 437, 209, 26]"
463,"[442, 247, 437, 209, 26]"
464,"[26, 136, 209, 418, 455]"
464,"[26, 136, 209, 418, 455]"
471,"[442, 247, 437, 209, 26]"
477,"[437, 399, 136, 327, 389]"
482,"[209, 327, 421, 428, 442]"
483,"[354, 418, 136, 442, 421]"
483,"[354, 418, 136, 442, 421]"
483,"[354, 418, 136, 442, 421]"
483,"[354, 418, 136, 442, 421]"
483,"[354, 418, 136, 442, 421]"
483,"[354, 418, 136, 442, 421]"
483,"[354, 418, 136, 442, 421]"
483,"[354, 418, 136, 442, 421]"
483,"[354, 418, 136, 442, 421]"
484,"[437, 455, 327, 26, 252]"
485,"[437, 399, 136, 327, 389]"
490,"[26, 135, 228, 352, 418]"
491,"[26, 302, 409, 7, 1]"
499,"[327, 317, 435, 430, 6]"
499,"[327, 317, 435, 430, 6]"
500,"[26, 437, 247, 209, 354]"
500,"[26, 437, 247, 209, 354]"
504,"[428, 7, 389, 399, 421]"
504,"[428, 7, 389, 399, 421]"
506,"[437, 399, 136, 327, 389]"
509,"[428, 7, 389, 399, 209]"
509,"[428, 7, 389, 399, 209]"
514,"[421, 1, 252, 118, 265]"
517,"[247, 421, 209, 418, 1]"
517,"[247, 421, 209, 418, 1]"
517,"[247, 421, 209, 418, 1]"
518,"[437, 399, 136, 327, 389]"
521,"[428, 7, 209, 421, 455]"
524,"[437, 354, 442, 332, 228]"
524,"[437, 354, 442, 332, 228]"
524,"[437, 354, 442, 332, 228]"
524,"[437, 354, 442, 332, 228]"
529,"[136, 348, 442, 228, 99]"
529,"[136, 348, 442, 228, 99]"
529,"[136, 348, 442, 228, 99]"
529,"[136, 348, 442, 228, 99]"
529,"[136, 348, 442, 228, 99]"
532,"[442, 418, 354, 228, 187]"
532,"[442, 418, 354, 228, 187]"
532,"[442, 418, 354, 228, 187]"
532,"[442, 418, 354, 228, 187]"
532,"[442, 418, 354, 228, 187]"
535,"[247, 442, 437, 354, 26]"
535,"[247, 442, 437, 354, 26]"
535,"[247, 442, 437, 354, 26]"
540,"[26, 135, 228, 352, 418]"
542,"[327, 209, 174, 437, 252]"
542,"[327, 209, 174, 437, 252]"
545,"[442, 247, 437, 209, 26]"
556,"[418, 247, 354, 209, 228]"
556,"[418, 247, 354, 209, 228]"
556,"[418, 247, 354, 209, 228]"
556,"[418, 247, 354, 209, 228]"
556,"[418, 247, 354, 209, 228]"
557,"[428, 209, 18, 354, 433]"
557,"[428, 209, 18, 354, 433]"
557,"[428, 209, 18, 354, 433]"
557,"[428, 209, 18, 354, 433]"
557,"[428, 209, 18, 354, 433]"
557,"[428, 209, 18, 354, 433]"
561,"[354, 442, 332, 437, 228]"
561,"[354, 442, 332, 437, 228]"
561,"[354, 442, 332, 437, 228]"
564,"[327, 209, 412, 174, 252]"
567,"[437, 399, 136, 327, 389]"
581,"[436, 354, 209, 7, 301]"
581,"[436, 354, 209, 7, 301]"
581,"[436, 354, 209, 7, 301]"
581,"[436, 354, 209, 7, 301]"
581,"[436, 354, 209, 7, 301]"
581,"[436, 354, 209, 7, 301]"
581,"[436, 354, 209, 7, 301]"
581,"[436, 354, 209, 7, 301]"
581,"[436, 354, 209, 7, 301]"
585,"[26, 135, 228, 352, 418]"
586,"[428, 228, 174, 437, 431]"
586,"[428, 228, 174, 437, 431]"
586,"[428, 228, 174, 437, 431]"
593,"[136, 418, 354, 399, 438]"
593,"[136, 418, 354, 399, 438]"
593,"[136, 418, 354, 399, 438]"
593,"[136, 418, 354, 399, 438]"
595,"[428, 7, 209, 421, 455]"
598,"[369, 438, 225, 255, 355]"
598,"[369, 438, 225, 255, 355]"
598,"[369, 438, 225, 255, 355]"
598,"[369, 438, 225, 255, 355]"
599,"[442, 247, 437, 209, 26]"
605,"[442, 247, 437, 209, 26]"
607,"[428, 442, 418, 299, 247]"
607,"[428, 442, 418, 299, 247]"
607,"[428, 442, 418, 299, 247]"
607,"[428, 442, 418, 299, 247]"
607,"[428, 442, 418, 299, 247]"
607,"[428, 442, 418, 299, 247]"
609,"[327, 209, 412, 174, 252]"
621,"[442, 247, 437, 209, 26]"
627,"[437, 399, 136, 327, 389]"
639,"[421, 1, 252, 118, 265]"
642,"[428, 7, 209, 421, 455]"
647,"[428, 174, 431, 299, 442]"
649,"[428, 442, 174, 437, 354]"
649,"[428, 442, 174, 437, 354]"
651,"[442, 247, 437, 209, 26]"
653,"[209, 26, 135, 352, 228]"
653,"[209, 26, 135, 352, 228]"
653,"[209, 26, 135, 352, 228]"
654,"[428, 209, 247, 26, 421]"
654,"[428, 209, 247, 26, 421]"
654,"[428, 209, 247, 26, 421]"
656,"[209, 26, 136, 418, 247]"
656,"[209, 26, 136, 418, 247]"
656,"[209, 26, 136, 418, 247]"
656,"[209, 26, 136, 418, 247]"
656,"[209, 26, 136, 418, 247]"
659,"[428, 7, 389, 399, 209]"
659,"[428, 7, 389, 399, 209]"
665,"[26, 135, 228, 352, 418]"
671,"[276, 231, 409, 67, 135]"
671,"[276, 231, 409, 67, 135]"
675,"[437, 442, 247, 428, 209]"
675,"[437, 442, 247, 428, 209]"
680,"[389, 431, 254, 437, 136]"
680,"[389, 431, 254, 437, 136]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
681,"[354, 252, 351, 1, 353]"
685,"[442, 247, 437, 209, 26]"
686,"[26, 135, 228, 352, 418]"
687,"[437, 399, 136, 327, 389]"
691,"[174, 136, 428, 6, 99]"
691,"[174, 136, 428, 6, 99]"
693,"[437, 399, 136, 327, 389]"
695,"[247, 418, 389, 428, 431]"
702,"[442, 247, 437, 209, 26]"
709,"[437, 399, 136, 327, 389]"
710,"[437, 399, 136, 327, 389]"
712,"[431, 438, 252, 433, 302]"
721,"[209, 327, 421, 428, 442]"
727,"[428, 7, 389, 399, 209]"
727,"[428, 7, 389, 399, 209]"
740,"[421, 1, 252, 118, 265]"
743,"[428, 7, 209, 421, 455]"
749,"[442, 247, 437, 209, 26]"
751,"[437, 399, 136, 327, 389]"
754,"[437, 399, 136, 327, 389]"
755,"[437, 399, 136, 327, 389]"
762,"[437, 442, 247, 428, 209]"
762,"[437, 442, 247, 428, 209]"
770,"[437, 399, 136, 327, 389]"
771,"[247, 428, 421, 209, 409]"
771,"[247, 428, 421, 209, 409]"
771,"[247, 428, 421, 209, 409]"
771,"[247, 428, 421, 209, 409]"
781,"[442, 247, 437, 209, 26]"
782,"[442, 247, 437, 209, 26]"
785,"[209, 354, 252, 247, 26]"
785,"[209, 354, 252, 247, 26]"
785,"[209, 354, 252, 247, 26]"
785,"[209, 354, 252, 247, 26]"
785,"[209, 354, 252, 247, 26]"
785,"[209, 354, 252, 247, 26]"
786,"[442, 247, 418, 209, 136]"
786,"[442, 247, 418, 209, 136]"
786,"[442, 247, 418, 209, 136]"
786,"[442, 247, 418, 209, 136]"
787,"[428, 228, 418, 26, 409]"
787,"[428, 228, 418, 26, 409]"
787,"[428, 228, 418, 26, 409]"
787,"[428, 228, 418, 26, 409]"
789,"[437, 442, 247, 354, 228]"
789,"[437, 442, 247, 354, 228]"
789,"[437, 442, 247, 354, 228]"
789,"[437, 442, 247, 354, 228]"
790,"[26, 135, 228, 352, 418]"
794,"[209, 26, 135, 352, 228]"
794,"[209, 26, 135, 352, 228]"
794,"[209, 26, 135, 352, 228]"
795,"[437, 399, 136, 327, 389]"
796,"[437, 399, 136, 327, 389]"
805,"[428, 7, 209, 421, 455]"
806,"[442, 247, 437, 209, 26]"
807,"[136, 7, 299, 438, 430]"
807,"[136, 7, 299, 438, 430]"
808,"[323, 136, 1, 302, 399]"
810,"[442, 421, 247, 409, 431]"
816,"[437, 327, 455, 299, 421]"
816,"[437, 327, 455, 299, 421]"
817,"[428, 228, 187, 26, 209]"
817,"[428, 228, 187, 26, 209]"
818,"[437, 399, 136, 327, 389]"
820,"[26, 354, 209, 428, 136]"
820,"[26, 354, 209, 428, 136]"
820,"[26, 354, 209, 428, 136]"
820,"[26, 354, 209, 428, 136]"
820,"[26, 354, 209, 428, 136]"
823,"[389, 7, 428, 421, 6]"
824,"[437, 399, 136, 327, 389]"
825,"[136, 332, 213, 348, 442]"
825,"[136, 332, 213, 348, 442]"
825,"[136, 332, 213, 348, 442]"
825,"[136, 332, 213, 348, 442]"
826,"[442, 247, 437, 409, 421]"
826,"[442, 247, 437, 409, 421]"
831,"[354, 209, 186, 399, 433]"
831,"[354, 209, 186, 399, 433]"
831,"[354, 209, 186, 399, 433]"
831,"[354, 209, 186, 399, 433]"
831,"[354, 209, 186, 399, 433]"
835,"[442, 421, 247, 409, 431]"
837,"[421, 255, 398, 209, 388]"
838,"[360, 409, 398, 187, 68]"
838,"[360, 409, 398, 187, 68]"
839,"[437, 455, 327, 26, 252]"
841,"[442, 228, 26, 354, 187]"
841,"[442, 228, 26, 354, 187]"
845,"[437, 399, 136, 327, 389]"
846,"[431, 354, 437, 269, 226]"
846,"[431, 354, 437, 269, 226]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
851,"[228, 43, 67, 299, 301]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
852,"[1, 213, 134, 6, 455]"
855,"[442, 247, 437, 209, 26]"
856,"[437, 228, 135, 26, 418]"
856,"[437, 228, 135, 26, 418]"
861,"[442, 247, 437, 209, 26]"
865,"[442, 247, 437, 209, 26]"
867,"[437, 399, 136, 327, 389]"
869,"[136, 354, 26, 299, 6]"
869,"[136, 354, 26, 299, 6]"
869,"[136, 354, 26, 299, 6]"
869,"[136, 354, 26, 299, 6]"
869,"[136, 354, 26, 299, 6]"
871,"[437, 399, 136, 327, 389]"
876,"[385, 26, 299, 167, 237]"
876,"[385, 26, 299, 167, 237]"
880,"[442, 247, 437, 209, 26]"
884,"[437, 399, 136, 327, 389]"
885,"[437, 399, 136, 327, 389]"
886,"[26, 209, 428, 354, 353]"
886,"[26, 209, 428, 354, 353]"
887,"[437, 26, 354, 136, 442]"
887,"[437, 26, 354, 136, 442]"
887,"[437, 26, 354, 136, 442]"
888,"[437, 399, 136, 327, 389]"
889,"[26, 135, 228, 352, 418]"
891,"[252, 455, 351, 255, 1]"
891,"[252, 455, 351, 255, 1]"
893,"[409, 421, 418, 354, 209]"
893,"[409, 421, 418, 354, 209]"
893,"[409, 421, 418, 354, 209]"
893,"[409, 421, 418, 354, 209]"
893,"[409, 421, 418, 354, 209]"
893,"[409, 421, 418, 354, 209]"
893,"[409, 421, 418, 354, 209]"
893,"[409, 421, 418, 354, 209]"
895,"[437, 455, 327, 26, 252]"
898,"[437, 399, 136, 327, 389]"
907,"[354, 418, 209, 228, 26]"
907,"[354, 418, 209, 228, 26]"
907,"[354, 418, 209, 228, 26]"
907,"[354, 418, 209, 228, 26]"
907,"[354, 418, 209, 228, 26]"
907,"[354, 418, 209, 228, 26]"
907,"[354, 418, 209, 228, 26]"
911,"[442, 247, 437, 209, 26]"
916,"[428, 418, 209, 354, 26]"
916,"[428, 418, 209, 354, 26]"
916,"[428, 418, 209, 354, 26]"
916,"[428, 418, 209, 354, 26]"
916,"[428, 418, 209, 354, 26]"
920,"[136, 428, 418, 174, 299]"
920,"[136, 428, 418, 174, 299]"
926,"[437, 399, 136, 327, 389]"
935,"[174, 209, 412, 252, 431]"
935,"[174, 209, 412, 252, 431]"
942,"[431, 354, 247, 418, 437]"
942,"[431, 354, 247, 418, 437]"
942,"[431, 354, 247, 418, 437]"
945,"[7, 26, 409, 421, 302]"
945,"[7, 26, 409, 421, 302]"
945,"[7, 26, 409, 421, 302]"
946,"[437, 399, 136, 327, 389]"
948,"[437, 455, 327, 26, 252]"
949,"[442, 247, 437, 209, 26]"
957,"[418, 136, 26, 354, 209]"
957,"[418, 136, 26, 354, 209]"
957,"[418, 136, 26, 354, 209]"
957,"[418, 136, 26, 354, 209]"
960,"[437, 136, 354, 442, 26]"
960,"[437, 136, 354, 442, 26]"
960,"[437, 136, 354, 442, 26]"
961,"[418, 136, 399, 209, 26]"
963,"[437, 442, 247, 428, 209]"
963,"[437, 442, 247, 428, 209]"
970,"[437, 399, 136, 327, 389]"
971,"[418, 136, 399, 209, 26]"
972,"[437, 26, 418, 247, 228]"
972,"[437, 26, 418, 247, 228]"
972,"[437, 26, 418, 247, 228]"
973,"[136, 418, 399, 209, 26]"
973,"[136, 418, 399, 209, 26]"
979,"[174, 428, 299, 136, 437]"
982,"[437, 354, 431, 332, 228]"
982,"[437, 354, 431, 332, 228]"
982,"[437, 354, 431, 332, 228]"
986,"[418, 136, 399, 209, 26]"
991,"[174, 252, 265, 375, 352]"
993,"[442, 247, 437, 209, 26]"
999,"[437, 354, 442, 228, 226]"
999,"[437, 354, 442, 228, 226]"
999,"[437, 354, 442, 228, 226]"
999,"[437, 354, 442, 228, 226]"
1001,"[354, 209, 228, 226, 399]"
1001,"[354, 209, 228, 226, 399]"
1001,"[354, 209, 228, 226, 399]"
